Description;Asset;Route Name;Source Name;Asset Type;Source State;Destination State;Destination Name;Source Mode;Destination Mode;Source Interface;Destination Interface;Source Protocol;Destination Protocol;Source BW;Destination BW;S_SSM;Destination IP;Source Address;Destination Port;Source Port;Last Update;BW In Total;BW Out Total
SRT-ABC-03-080-1;SRT-ABC-03;080_PMP_SRT03_GH-CAM03_P;STD-PAMPA-GH-CAM03_P;Broadcast;connected;connected;LAN;Listener;Multicast;ens33;ens34;SRT;UDP;7.96;7.96;0.0.0.0;238.77.23.80;0.0.0.0;10,000;10,080;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-021-1;SRT-ABC-03;021_abc03_etb_telemedellin_bk;telemedellin_bk;Broadcast;connected;disconnected;etb a confirmar;Multicast;Listener;ens34;ens33;UDP;SRT;10.22;0;10.77.29.35;0.0.0.0;239.77.29.35;10,021;8,999;2/6/2026 09:34;350.28;439.18
SRT-ABC-02-007-2;SRT-ABC-02;007_CBC02_ABC02_Escuela-Plus-HD-Contribution_BK;Escuela Plus HD-Contribution;Broadcast;;connected;lan;;Multicast;;eno2;;UDP;;12.27;;238.77.22.99;;10,000;;2/6/2026 09:34;448.18;467.6
SRT-ABC-01-063-1;SRT-ABC-01;063_CBC01_ABC01_ITX-PPV04_P;ITX-PPV04_P;Broadcast;connected;connected;lan;Listener;Multicast;eno1;eno2;SRT;UDP;12.26;12.26;0.0.0.0;238.77.21.63;0.0.0.0;10,000;10,063;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-033-1;SRT-ABC-01;033_ABC_CBC_ESPN2 lat Andina;RCV1510P;Broadcast;connected;disconnected;cbc-b;Multicast;Caller;eno2;eno1;UDP;SRT;20.43;0;10.77.22.110;99.193.236.205;239.77.16.110;10,070;8,999;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-030-1;SRT-ABC-01;030_ABC01_COBC01_TX88-MUX_P;TX88-MUX_P;Broadcast;connected;connected;COBC01;Multicast;Caller;eno2;eno1;RTP;SRT;47.93;47.93;10.77.53.1;10.177.242.101;239.77.12.41;14,088;5,090;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-029-2;SRT-ABC-01;029_TX76-MUXP-ABC_COBC;TX76-MUXP-ABC;Broadcast;;connected;NEW COBC-01;;Caller;;eno1;;SRT;;41.23;;10.177.242.101;;14,076;;2/6/2026 09:34;472.94;479.61
SRT-ABC-02-001-1;SRT-ABC-02;001_ABC02_SIMPLE-DSPORTS2_BK;DSPORTS2-BK- FALTA CONFIRMAR;Broadcast;connected;disconnected;ETB_Colombia_B;Multicast;Listener;eno2;eno1;UDP;SRT;13.95;0;10.77.6.6;0.0.0.0;239.195.6.6;10,101;8,000;2/6/2026 09:34;448.18;467.6
SRT-ABC-01-031-2;SRT-ABC-01;031_canal10uru_ABC01_P;canal10URU;Broadcast;;connected;LAN110821;;Multicast;;eno2;;UDP;;12.27;;238.77.21.11;;10,000;;2/6/2026 09:34;472.94;479.61
SRT-ABC-02-062-1;SRT-ABC-02;062_CBC02_ABC02_ITX-PPV03_B;CBC02_ITX-PPV03_B;Broadcast;connected;connected;lan;Listener;Multicast;eno1;eno2;SRT;UDP;12.27;12.26;0.0.0.0;238.77.22.62;0.0.0.0;10,000;10,062;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-015-1;SRT-ABC-02;015_LATINA_NOTICIAS-ABC02-BU;LATINA_NOTICIAS-BU;Broadcast;connected;connected;LATINA_NOTICIAS_P;Listener;Multicast;eno1;eno2;SRT;UDP;4.64;4.88;0.0.0.0;238.77.22.15;0.0.0.0;10,000;10,015;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-010-1;SRT-ABC-02;010_TATA_ABC02_MONTE-CARLO_BK;MONTE-CARLO_BK;Broadcast;connected;connected;RCV 1211 BK;Caller;Multicast;eno1;eno2;SRT;UDP;8.18;8.15;0.0.0.0;238.77.22.10;157.151.12.166;10,000;10,485;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-006-1;SRT-ABC-02;006_LATINA_TELECENTRO_ABC02_B;latina_bk;Broadcast;connected;connected;RCV-ABC-1069-B;Listener;Multicast;eno1;eno2;SRT;UDP;5.62;5.62;0.0.0.0;238.77.22.6;0.0.0.0;10,000;10,006;2/6/2026 09:34;448.18;467.6
SRT-ABC-01-059-1;SRT-ABC-01;059_Andes TV (Dnews Peru)_ABC_P;Andes TV (Dnews Peru)_ABC_P;Broadcast;connecting;disconnected;AndesTV;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.59;161.132.222.211;10,000;10,001;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-018-2;SRT-ABC-01;018_CBC_ECUAVISA P;CBC SRT A;Broadcast;;disconnected;Video Network;;Unicast;;eno2;;UDP;;0;;192.168.10.10;;10,090;;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-089-1;SRT-ABC-03;089_TVPLUS_ABC03_BK;TVMAS;Broadcast;connecting;disconnected;TV+- RCV 1372-B;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.23.89;190.151.11.124;10,000;9,110;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-075-1;SRT-ABC-03;075_FM-CANDELA-y-ROMANTICA-VENEZUELA_ABC03_P;FM_CANDELA_y_ROMANTICA;Broadcast;connected;connected;FM_CANDELA_y_ROMANTICA_PRI_MUX;Caller;Multicast;ens33;ens34;SRT;UDP;0.31;0.31;0.0.0.0;238.77.23.75;201.249.194.234;10,000;20,003;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-057-1;SRT-ABC-03;057_EVENTO-ABC03_MONITOR;BZRRAP;Broadcast;disconnected;disconnected;MONITOR;Multicast;Listener;ens34;ens33;UDP;SRT;0;0;10.77.6.8;0.0.0.0;239.195.6.8;10,057;8,000;2/6/2026 09:34;350.28;439.18
SRT-ABC-02-053-3;SRT-ABC-02;053_DSportsMotor_ABC02_B;53_DSportsMotor_ABC02B;Broadcast;;disconnected;DMotors_NetUno;;Listener;;eno1;;SRT;;0;;0.0.0.0;;10,552;;2/6/2026 09:34;448.18;467.6
SRT-ABC-01-061-1;SRT-ABC-01;061_CBC01_ABC01_ITX-PPV02_P;ITX-PPV02_P;Broadcast;connected;connected;lan;Listener;Multicast;eno1;eno2;SRT;UDP;12.26;12.26;0.0.0.0;238.77.21.61;0.0.0.0;10,000;10,061;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-056-2;SRT-ABC-01;056_ABC01_DISTRIBUTION_DFIGHT_P;ENC9007P;Broadcast;;disconnected;DFIGHT-CLIENTE2;;Listener;;eno1;;SRT;;0;;0.0.0.0;;13,056;;2/6/2026 09:34;472.94;479.61
SRT-ABC-02-060-1;SRT-ABC-02;060_CBC02_ABC02_ITX-PPV01_B;CBC02_ITX-PPV01_B;Broadcast;connected;connected;lan;Listener;Multicast;eno1;eno2;SRT;UDP;12.26;12.26;0.0.0.0;238.77.22.60;0.0.0.0;10,000;10,060;2/6/2026 09:34;448.18;467.6
SRT-ABC-03-069-1;SRT-ABC-03;069_UNION-RADIO-EXITOS_ABC03_P;CNUR;Broadcast;connected;connected;LAN;Caller;Multicast;ens33;ens34;SRT;UDP;0.41;0.41;0.0.0.0;238.77.23.69;201.218.180.206;10,000;20,005;2/6/2026 09:34;350.28;439.18
SRT-ABC-01-030-2;SRT-ABC-01;030_ABC01_COBC01_TX88-MUX_P;TX88-MUX_P;Broadcast;;disconnected;OLD-COBC-01;;Caller;;eno1;;SRT;;0;;191.102.238.101;;14,088;;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-018-1;SRT-ABC-01;018_CBC_ECUAVISA P;CBC SRT A;Broadcast;connecting;disconnected;LAN_FINAL;Listener;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.18;0.0.0.0;10,000;10,031;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-018-2;SRT-ABC-03;018_migente_abc03_p;migente;Broadcast;;disconnected;etb_a confirmar;;Listener;;ens33;;SRT;;0;;0.0.0.0;;10,018;;2/6/2026 09:34;350.28;439.18
SRT-ABC-01-021-1;SRT-ABC-01;021_ABC01_DISTRIBUTION_TELEMEDELLIN_P;TELEMEDELLIN_P;Broadcast;connected;connected;ETB;Multicast;Listener;eno2;eno1;UDP;SRT;10.22;10.22;10.77.28.35;0.0.0.0;239.77.28.35;10,021;8,999;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-114-1;SRT-ABC-03;114_DSports_Col_P;CNTENC;Broadcast;connected;disconnected;ETB_Colombia_P;Multicast;Listener;ens34;ens33;UDP;SRT;13.36;0;10.77.6.11;0.0.0.0;239.195.106.11;10,114;8,000;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-110-1;SRT-ABC-03;110_A-LA-COCINA_ABC03_P;ALACOCINA;Broadcast;connected;connected;LAN;Caller;Multicast;ens33;ens34;SRT;UDP;20.43;20.45;0.0.0.0;238.77.23.110;213.140.39.39;10,000;7,324;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-109-1;SRT-ABC-03;109_Chilevision_ABC03_BK;Chilevision;Broadcast;connecting;disconnected;LAN;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.23.109;190.196.10.140;10,000;1,112;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-108-1;SRT-ABC-03;108_LA REDONDA CANELA_ABC_ALT;108_LA REDONDA CANELA;Broadcast;connecting;disconnected;La Redonda2;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.23.108;193.30.13.154;10,000;1,051;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-107-1;SRT-ABC-03;107_C8-SanJuan_ABC03_BK;Canal 8 Jujuy;Broadcast;connected;connected;RCV;Caller;Multicast;ens33;ens34;SRT;UDP;6.13;6.15;0.0.0.0;238.77.23.107;190.113.164.58;10,000;12,513;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-103-1;SRT-ABC-03;103_TELEDIARIO_ABC03_BK;TELEDIARIO_B;Broadcast;connected;connected;LAN;Caller;Multicast;ens33;ens34;SRT;UDP;4.17;4.17;0.0.0.0;238.77.23.103;190.123.83.134;10,000;10,000;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-100-1;SRT-ABC-03;100_DMotors-ABC-TESTINS;Dmotors Insercion;Broadcast;connecting;disconnected;RCV TEST;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.23.100;85.50.226.19;10,000;10,100;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-043-4;SRT-ABC-03;043_ABC03_DTV-DSPORTS-PLUS_B;DSPORTS-PLUS;Broadcast;;connected;SIMPLE TV;;Caller;;ens33;;SRT;;14.14;;138.185.64.42;;3,104;;2/6/2026 09:34;350.28;439.18
SRT-ABC-02-068-1;SRT-ABC-02;068_SLOW_ABC02_BK;SLOW_BK;Broadcast;connected;connected;elemental;Listener;Multicast;eno1;eno2;SRT;UDP;13.82;13.82;0.0.0.0;238.77.22.68;0.0.0.0;10,000;10,068;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-055-1;SRT-ABC-02;055_VenevisionPlus__ABC02_BK;VenevisionPlus_BK;Broadcast;connecting;disconnected;RCV-ABC-1805-B;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.22.55;23.134.94.88;10,000;17,603;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-053-2;SRT-ABC-02;053_DSportsMotor_ABC02_B;53_DSportsMotor_ABC02B;Broadcast;;disconnected;DMotors-Cliente2;;Listener;;eno1;;SRT;;0;;0.0.0.0;;12,052;;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-035-2;SRT-ABC-02;035_ABC02_COBC02_TX70-MUXB_bk;TX70-MUXB;Broadcast;;connected;cobc02-low-lat;;Caller;;eno1;;SRT;;47.93;;191.102.239.102;;14,070;;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-035-1;SRT-ABC-02;035_ABC02_COBC02_TX70-MUXB_bk;TX70-MUXB;Broadcast;connected;connected;COBC-02;Multicast;Caller;eno2;eno1;UDP;SRT;47.93;47.93;10.77.24.1;191.102.239.102;239.77.24.1;14,070;5,090;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-014-1;SRT-ABC-02;014_ABC02_SIMPLE-DSPORT-PAN_BK;DSPORT-PAN_BK--REVISAR;Broadcast;connected;connected;SIMPLE-TV;Multicast;Caller;eno2;eno1;UDP;SRT;13.94;13.94;10.77.6.5;138.185.64.44;239.195.6.5;2,106;8,000;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-009-1;SRT-ABC-02;009_ENCOMPASS_ABC02_TELEDOCE_P;TELEDOCE_P;Broadcast;connected;connected;RCV 1228 P;Caller;Multicast;eno1;eno2;SRT;UDP;7.65;7.65;0.0.0.0;238.77.22.9;200.61.67.100;10,000;6,341;2/6/2026 09:34;448.18;467.6
SRT-ABC-01-097-1;SRT-ABC-01;097_MERIDIANO_ABC01_MERIDIANO_P;Meridiano TV;Broadcast;connected;connected;RCV-ABC-1807-P;Caller;Multicast;eno1;eno2;SRT;UDP;6.82;6.82;0.0.0.0;238.77.21.97;186.96.70.22;10,000;20,001;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-068-1;SRT-ABC-01;068_SLOW_ABC01_P;SLOW_P;Broadcast;connected;connected;LAN;Listener;Multicast;eno1;eno2;SRT;UDP;14.67;14.77;0.0.0.0;238.77.21.68;0.0.0.0;10,000;10,068;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-038-1;SRT-ABC-01;038_ABC_CBC_TEST-CH2;TEST-CH2;Broadcast;disconnected;disconnected;cbc1ï¿½01;Unicast;Caller;eno2;eno1;UDP;SRT;0;0;239.77.16.110;10.133.92.150;0.0.0.0;10,036;8,999;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-037-1;SRT-ABC-01;037_ABC_CBC_TEST-CH1;TEST CH1;Broadcast;disconnected;disconnected;cbc01;Multicast;Caller;eno2;eno2;UDP;SRT;0;0;10.77.22.110;10.133.92.150;239.77.16.110;10,035;8,999;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-034-1;SRT-ABC-01;034_COBC01-PID-MON-01_ABC01;COBC01-PID-MON-01_ABC01;Broadcast;connecting;disconnected;LAN;Listener;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.34;0.0.0.0;10,000;14,105;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-009-1;SRT-ABC-01;009_TATA_ABC01_TELEDOCE_BK;TELEDOCE_BK;Broadcast;connected;connected;RCV 1367B;Caller;Multicast;eno1;eno2;SRT;UDP;7.63;7.67;0.0.0.0;238.77.21.9;157.151.25.14;10,000;10,008;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-072-1;SRT-ABC-03;072_ABC03_CBC01_Std-UniversalHD_P;Studio Universal HD;Broadcast;connected;connected;CBC01;Multicast;Caller;ens34;ens33;UDP;SRT;12.26;12.26;10.77.22.16;10.133.92.150;239.77.16.16;10,075;8,999;2/6/2026 09:34;350.28;439.18
SRT-ABC-01-055-1;SRT-ABC-01;055_VenevisionPlus_ABC01_P;VenevisionPlus_P;Broadcast;connected;connected;RCV-ABC-1805-P;Caller;Multicast;eno1;eno2;SRT;UDP;4.09;4.09;0.0.0.0;238.77.21.55;142.202.48.113;10,000;17,603;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-086-1;SRT-ABC-03;086_TVES_PRI-ABC;TVES_PRI;Broadcast;connected;connected;VOS_TVES;Caller;Multicast;ens33;ens34;SRT;UDP;8.19;8.19;0.0.0.0;238.77.23.86;200.11.217.60;10,000;20,001;2/6/2026 09:34;350.28;439.18
SRT-ABC-01-010-1;SRT-ABC-01;010_TATA_ABC01_MONTE-CARLO_P;MONTE-CARLO_P;Broadcast;connected;connected;RCV 1323 P;Caller;Multicast;eno1;eno2;SRT;UDP;8.16;8.16;0.0.0.0;238.77.21.10;157.151.25.14;10,000;10,485;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-001-2;SRT-ABC-01;001_ABC01_DITRIBUTION_DSPORTS2_P;DSPORTS2_P;Broadcast;;connected;ETB_P;;Listener;;eno1;;SRT;;13.95;;0.0.0.0;;10,101;;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-115-1;SRT-ABC-03;115_TELETRACK_ABC03;TELETRACK;Broadcast;connected;connected;RCV1384;Caller;Multicast;ens33;ens34;SRT;UDP;9.84;9.99;0.0.0.0;238.77.23.115;srt1.grupoz.cl;10,000;12,000;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-085-1;SRT-ABC-03;085_TELEVEN_ABC03_P;TELEVEN_P;Broadcast;connected;connected;LAN;Caller;Multicast;ens33;ens34;SRT;UDP;6.29;6.29;0.0.0.0;238.77.23.85;200.8.18.161;10,000;11,000;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-084-8;SRT-ABC-03;084_DNEWS_PRI-TELECENTRO;ENC-9008-P;Broadcast;;connected;TELECENTRO_New;;Listener;;ens33;;SRT;;8.18;;0.0.0.0;;10,284;;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-084-7;SRT-ABC-03;084_DNEWS_PRI-TELECENTRO;ENC-9008-P;Broadcast;;disconnected;ETB_Colombia_P;;Listener;;ens33;;SRT;;0;;0.0.0.0;;10,784;;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-084-6;SRT-ABC-03;084_DNEWS_PRI-TELECENTRO;ENC-9008-P;Broadcast;;connected;DNEWS-GIGARED;;Caller;;ens33;;SRT;;8.17;;190.7.17.34;;63,192;;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-123-1;SRT-ABC-03;123_Tigo Sports New_ABC;123_Tigo Sports New_ABC;Broadcast;connecting;;;Caller;;ens33;;SRT;;0;;0.0.0.0;;181.40.44.13;;3,001;2/6/2026 09:34;;
SRT-ABC-01-10-1;SRT-ABC-01;10_tygopy_occa;TYGOPY_OCC;Broadcast;disconnected;disconnected;TYGO_OCC;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.10;190.128.173.170;10,000;3,009;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-084-5;SRT-ABC-03;084_DNEWS_PRI-TELECENTRO;ENC-9008-P;Broadcast;;connected;Cotel CHI;;Listener;;ens33;;SRT;;8.18;;0.0.0.0;;10,384;;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-081-1;SRT-ABC-03;081_PMP_SRT03_GH-CAM04_P;STD-PAMPA-GH-CAM04_P;Broadcast;connected;connected;lan;Listener;Multicast;ens33;ens34;SRT;UDP;7.95;7.96;0.0.0.0;238.77.23.81;0.0.0.0;10,000;10,081;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-079-1;SRT-ABC-03;079_PMP_SRT03_GH-CAM02_P;STD-PAMPA-GH-CAM02_P;Broadcast;connected;connected;lan;Listener;Multicast;ens33;ens34;SRT;UDP;7.96;7.96;0.0.0.0;238.77.23.79;0.0.0.0;10,000;10,079;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-078-1;SRT-ABC-03;078_PMP_SRT03_GH-CAM01_P;STD-PAMPA-GH-CAM01_P;Broadcast;connected;connected;LAN;Listener;Multicast;ens33;ens34;SRT;UDP;7.96;7.96;0.0.0.0;238.77.23.78;0.0.0.0;10,000;10,078;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-077-1;SRT-ABC-03;077_TLF_ABC03_GH-24X7_P;TLF-24X7_P;Broadcast;connected;connected;RCV-ABC-OCC22B;Listener;Multicast;ens33;ens34;SRT;UDP;9.61;9.61;0.0.0.0;238.77.23.77;0.0.0.0;10,000;10,077;2/6/2026 09:34;350.28;439.18
SRT-ABC-02-007-3;SRT-ABC-02;007_CBC02_ABC02_Escuela-Plus-HD-Contribution_BK;Escuela Plus HD-Contribution;Broadcast;;disconnected;temp_hhh_borrar;;Listener;;eno1;;SRT;;0;;0.0.0.0;;10,016;;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-056-4;SRT-ABC-02;056_ABC02_DFIGHT_BU;ENC9007B;Broadcast;;disconnected;Dfight-Cliente3;;Listener;;eno1;;SRT;;0;;0.0.0.0;;13,056;;2/6/2026 09:34;448.18;467.6
SRT-ABC-03-005-1;SRT-ABC-03;005_CONGRESO_PERU_ABC03_P;CONGRESO_PERU_P;Broadcast;connected;connected;RCV-ABC-1065-P;Caller;Multicast;ens33;ens34;SRT;UDP;5.85;5.85;0.0.0.0;238.77.23.5;161.132.242.53;10,000;10,010;2/6/2026 09:34;350.28;439.18
SRT-ABC-02-007-1;SRT-ABC-02;007_CBC02_ABC02_Escuela-Plus-HD-Contribution_BK;Escuela Plus HD-Contribution;Broadcast;connected;disconnected;ETB_Colombia_B;Listener;Listener;eno1;eno1;SRT;SRT;12.26;0;0.0.0.0;0.0.0.0;0.0.0.0;10,007;10,016;2/6/2026 09:34;448.18;467.6
SRT-ABC-01-071-1;SRT-ABC-01;071_rtu_abc01_p;rtu;Broadcast;connected;connected;RCV1092P;Caller;Multicast;eno1;eno2;SRT;UDP;6.13;6.13;0.0.0.0;238.77.21.71;216.219.92.26;10,000;8,276;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-002-1;SRT-ABC-03;002_C9Mendoza_TATA_ABC03_B;002_C9Mendoza_TATA;Broadcast;connected;connected;RCV-ABC-1383-B;Caller;Multicast;ens33;ens34;SRT;UDP;10.54;10.54;0.0.0.0;238.77.23.2;157.151.25.14;10,000;10,002;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-001-1;SRT-ABC-03;001_ECUAVISA_ABC03_P;ECUAVISA_GUAYAQUIL;Broadcast;connected;connected;RCV;Caller;Multicast;ens33;ens34;SRT;UDP;8.72;8.69;0.0.0.0;238.77.23.1;190.63.171.98;10,000;10,562;2/6/2026 09:34;350.28;439.18
SRT-ABC-02-061-1;SRT-ABC-02;061_CBC02_ABC02_ITX-PPV02_B;CBC02_ITX-PPV02_B;Broadcast;connected;connected;lan;Listener;Multicast;eno1;eno2;SRT;UDP;12.26;12.25;0.0.0.0;238.77.22.61;0.0.0.0;10,000;10,061;2/6/2026 09:34;448.18;467.6
SRT-ABC-01-108-1;SRT-ABC-01;108_TV+_P;TV+_P;Broadcast;connecting;disconnected;TV_+_P;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.108;190.215.167.4;10,000;9,013;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-042-2;SRT-ABC-03;042_ABC_INTER-TV_DTV-SPORTS-2_B;DTV-SPORTS-2;Broadcast;;connected;PUBLICIDAD_MULTIMEDIA_LLC;;Listener;;ens33;;SRT;;14.14;;0.0.0.0;;10,142;;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-042-1;SRT-ABC-03;042_ABC_INTER-TV_DTV-SPORTS-2_B;DTV-SPORTS-2;Broadcast;connected;connected;INTERTV-NETUNO;Multicast;Listener;ens34;ens33;UDP;SRT;14.14;14.14;10.77.10.6;0.0.0.0;239.195.10.6;10,038;8,000;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-015-1;SRT-ABC-03;015_DShow_ a_ Proveedores_P;DShow_Ateme_OTT_P;Broadcast;connected;disconnected;DShow_ETB_P;Multicast;Listener;ens34;ens33;UDP;SRT;8.27;0;10.77.32.1;0.0.0.0;232.248.1.4;10,015;5,007;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-043-5;SRT-ABC-03;043_ABC03_DTV-DSPORTS-PLUS_B;DSPORTS-PLUS;Broadcast;;disconnected;TUVES(INTERTV-CHILE);;Listener;;ens33;;SRT;;0;;0.0.0.0;;10,243;;2/6/2026 09:34;350.28;439.18
SRT-ABC-02-001-2;SRT-ABC-02;001_ABC02_SIMPLE-DSPORTS2_BK;DSPORTS2-BK- FALTA CONFIRMAR;Broadcast;;connected;SIMPLE-TV;;Caller;;eno1;;SRT;;13.94;;138.185.64.44;;2,107;;2/6/2026 09:34;448.18;467.6
SRT-ABC-01-056-4;SRT-ABC-01;056_ABC01_DISTRIBUTION_DFIGHT_P;ENC9007P;Broadcast;;disconnected;DFight_ETB_P;;Listener;;eno1;;SRT;;0;;0.0.0.0;;10,156;;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-001-3;SRT-ABC-01;001_ABC01_DITRIBUTION_DSPORTS2_P;DSPORTS2_P;Broadcast;;connected;SIMPLE-TV;;Caller;;eno1;;SRT;;13.95;;138.185.64.42;;3,102;;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-043-1;SRT-ABC-03;043_ABC03_DTV-DSPORTS-PLUS_B;DSPORTS-PLUS;Broadcast;connected;disconnected;ETB_Colombia_B;Multicast;Listener;ens34;ens33;UDP;SRT;14.14;0;10.77.10.7;0.0.0.0;239.195.10.7;10,343;8,000;2/6/2026 09:34;350.28;439.18
SRT-ABC-01-999-1;SRT-ABC-01;999_GVG_ABC01_POC-RETURN;EC2 GV;Broadcast;disconnected;;OCA 5;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;237.77.1.5;138.91.230.8;8,000;30,572;2/6/2026 09:34;472.94;479.61
SRT-ABC-02-032-1;SRT-ABC-02;032_TNU_ABC02_BK;TNU;Broadcast;connected;connected;RCV-ABC-1339-B;Caller;Multicast;eno1;eno2;SRT;UDP;10.53;10.65;0.0.0.0;238.77.22.4;179.27.154.243;10,000;9,000;2/6/2026 09:34;448.18;467.6
SRT-ABC-03-084-10;SRT-ABC-03;084_DNEWS_PRI-TELECENTRO;ENC-9008-P;Broadcast;;disconnected;infobae_temp_emergencia;;Caller;;ens33;;SRT;;0;;200.80.198.122;;10,000;;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-031-1;SRT-ABC-03;031_Campo-Rural-TV_ABC03_P;Campo-Rural-TV_P;Broadcast;connection established;disconnected;RCV1247P;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.23.31;201.217.133.189;10,000;10,026;2/6/2026 09:34;350.28;439.18
SRT-ABC-01-099-1;SRT-ABC-01;099_COBC01_ABC01_ADTEC1-MON-01;COBC-ADTEC1;Broadcast;connecting;disconnected;LAN;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.10;200.85.238.101;10,000;14,001;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-057-1;SRT-ABC-01;057_DnewsChile_ABC;57_DnewsChile_ABC;Broadcast;connecting;disconnected;TEST-CHILE DNEWS;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.57;200.54.176.83;10,000;22,012;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-056-1;SRT-ABC-03;056_Caracol_OTT_P;Caracol_OTT_P;Broadcast;connected;connected;CaracolOTT;Caller;Multicast;ens33;ens34;SRT;UDP;6.47;6.47;0.0.0.0;238.77.23.56;190.216.158.237;10,000;9,102;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-045-1;SRT-ABC-03;045_ABC03_CBC01_TeenNick_P_TEST;RCV1354-TeenNick_P;Broadcast;connected;connected;CBC01-TeenNick;Multicast;Caller;ens34;ens33;UDP;SRT;20.43;20.39;10.77.22.162;10.133.92.150;239.77.16.162;10,021;8,999;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-043-2;SRT-ABC-03;043_ABC03_DTV-DSPORTS-PLUS_B;DSPORTS-PLUS;Broadcast;;disconnected;INTERTV-NETUNO;;Listener;;ens33;;SRT;;0;;0.0.0.0;;10,039;;2/6/2026 09:34;350.28;439.18
